user_id,full_name,email,total_spend,signup_date,region,product_category,payment_method,is_active,device_type,loyalty_score
445be3d2,Riley Brown,riley.brown.13@example.com,3976.62,2025-09-12,Europe,Home & Garden,Bank Transfer,False,Tablet,12
965c71a9,Morgan Wong,morgan.wong.90@example.com,667.3,2025-04-15,Europe,Automotive,Bank Transfer,True,Tablet,46
95af68ec,Casey Wong,casey.wong.97@example.com,1020.24,2025-03-15,LATAM,Automotive,Apple Pay,True,Tablet,51
868e0200,Taylor Lee,taylor.lee.79@example.com,1244.15,2025-04-17,North America,Fashion,Bank Transfer,False,Smart Watch,15
39322487,Alex Smith,alex.smith.49@example.com,2421.06,2025-03-17,North America,Books,Bank Transfer,False,Tablet,59
8671ab86,Alex Garcia,alex.garcia.38@example.com,2027.36,2025-12-13,North America,Electronics,PayPal,False,Mobile,35
9e9afe09,Casey Wong,casey.wong.40@example.com,3790.35,2025-10-03,Europe,Electronics,Bank Transfer,True,Desktop,16
31419cbe,Jordan Smith,jordan.smith.54@example.com,1412.31,2025-05-01,LATAM,Fashion,Credit Card,True,Tablet,43
72d4ee81,Riley Martinez,riley.martinez.28@example.com,3937.61,2026-01-06,EMEA,Fashion,PayPal,False,Desktop,68
16152d80,Jordan Smith,jordan.smith.13@example.com,342.03,2025-04-05,APAC,Fashion,Bank Transfer,True,Tablet,92
86e93d06,Avery Wong,avery.wong.21@example.com,4433.48,2025-06-16,Europe,Home & Garden,Credit Card,False,Tablet,13
22b53f0e,Taylor Martinez,taylor.martinez.72@example.com,747.67,2025-03-18,LATAM,Fashion,Crypto,True,Tablet,65
4ff0c59a,Avery Smith,avery.smith.51@example.com,4824.98,2025-05-23,EMEA,Fashion,Bank Transfer,False,Mobile,26
9ac74a80,Riley Lee,riley.lee.23@example.com,2632.11,2025-05-04,LATAM,Fashion,Bank Transfer,False,Tablet,18
0e0b5c8d,Alex Garcia,alex.garcia.30@example.com,1680.09,2025-08-19,APAC,Home & Garden,Crypto,False,Desktop,55
514620a4,Alex Garcia,alex.garcia.52@example.com,3671.51,2025-06-07,North America,Automotive,Credit Card,False,Smart Watch,25
18af4c08,Avery Lee,avery.lee.36@example.com,2829.27,2025-04-09,EMEA,Electronics,Credit Card,True,Tablet,68
e441f93f,Alex Lee,alex.lee.73@example.com,3943.87,2025-08-02,APAC,Books,PayPal,False,Mobile,55
84ab7fee,Riley Brown,riley.brown.47@example.com,712.69,2025-07-15,LATAM,Books,Apple Pay,False,Desktop,91
c8ad84c0,Jamie Wong,jamie.wong.33@example.com,4854.39,2025-05-06,Europe,Fashion,Credit Card,False,Mobile,64
9224895b,Casey Johnson,casey.johnson.68@example.com,3638.38,2025-03-18,LATAM,Fashion,Apple Pay,False,Desktop,44
d4d5e1c3,Avery Martinez,avery.martinez.73@example.com,1230.41,2025-12-26,EMEA,Books,Credit Card,True,Smart Watch,43
69c86b26,Casey Lee,casey.lee.90@example.com,1514.66,2025-08-01,EMEA,Fashion,Bank Transfer,False,Smart Watch,45
8432c83f,Casey Wong,casey.wong.37@example.com,798.26,2026-01-13,Europe,Books,Crypto,True,Smart Watch,52
cef284cd,Riley Johnson,riley.johnson.10@example.com,4905.87,2025-05-14,LATAM,Electronics,Crypto,False,Desktop,41
06fe72bb,Jordan Martinez,jordan.martinez.77@example.com,1725.94,2025-12-09,Europe,Automotive,PayPal,True,Desktop,96
5257806a,Morgan Wong,morgan.wong.34@example.com,1834.67,2025-05-13,Europe,Electronics,Bank Transfer,True,Desktop,43
aa527ffe,Casey Garcia,casey.garcia.39@example.com,4414.35,2025-07-28,North America,Automotive,Crypto,True,Tablet,23
7625b2fc,Riley Lee,riley.lee.99@example.com,3877.31,2025-02-24,EMEA,Home & Garden,Bank Transfer,True,Tablet,16
d70ed279,Jordan Brown,jordan.brown.60@example.com,2272.81,2025-11-20,LATAM,Fashion,Apple Pay,True,Desktop,3
913f4c79,Alex Johnson,alex.johnson.21@example.com,630.37,2025-05-16,North America,Fashion,Crypto,False,Mobile,39
656998f5,Alex Johnson,alex.johnson.60@example.com,4960.78,2025-04-04,EMEA,Home & Garden,PayPal,True,Desktop,35
f515145c,Avery Garcia,avery.garcia.71@example.com,3831.85,2025-12-30,Europe,Fashion,Crypto,True,Smart Watch,63
eed1f873,Casey Johnson,casey.johnson.49@example.com,4139.69,2025-09-02,EMEA,Automotive,Credit Card,True,Smart Watch,38
990d586f,Riley Martinez,riley.martinez.58@example.com,3820.98,2025-11-05,EMEA,Books,Crypto,True,Mobile,98
2a8ff76c,Alex Wong,alex.wong.25@example.com,374.17,2025-10-10,EMEA,Books,Apple Pay,False,Smart Watch,43
507b9635,Morgan Garcia,morgan.garcia.32@example.com,4783.91,2025-05-01,EMEA,Automotive,Crypto,False,Tablet,5
b6823159,Taylor Martinez,taylor.martinez.34@example.com,1247.69,2025-02-05,EMEA,Fashion,Crypto,False,Tablet,90
5a45c1a8,Riley Garcia,riley.garcia.92@example.com,2297.01,2025-02-14,North America,Books,Crypto,False,Mobile,54
5e17c1ec,Taylor Johnson,taylor.johnson.25@example.com,40.55,2025-12-20,North America,Fashion,PayPal,False,Desktop,94
1f692e76,Avery Brown,avery.brown.32@example.com,2479.58,2025-06-29,Europe,Books,PayPal,True,Smart Watch,7
165cf026,Taylor Garcia,taylor.garcia.78@example.com,1670.68,2025-05-14,LATAM,Home & Garden,Credit Card,False,Tablet,72
42a432c4,Avery Doe,avery.doe.95@example.com,783.82,2025-08-19,Europe,Home & Garden,PayPal,False,Tablet,15
582e960b,Jamie Brown,jamie.brown.13@example.com,4909.02,2025-05-03,Europe,Electronics,Apple Pay,False,Tablet,47
8afe5f0a,Casey Johnson,casey.johnson.89@example.com,818.29,2025-11-23,LATAM,Home & Garden,Crypto,False,Smart Watch,48
a087c0b3,Jamie Smith,jamie.smith.30@example.com,4322.87,2025-06-18,Europe,Books,Apple Pay,False,Smart Watch,23
bfb99574,Avery Wong,avery.wong.90@example.com,1820.26,2025-10-28,LATAM,Fashion,Bank Transfer,False,Mobile,6
20e00537,Jordan Smith,jordan.smith.52@example.com,3768.21,2025-04-17,LATAM,Books,Apple Pay,False,Mobile,11
2293315f,Taylor Wong,taylor.wong.94@example.com,19.68,2025-03-04,APAC,Fashion,Crypto,True,Smart Watch,19
4eb5549e,Casey Martinez,casey.martinez.34@example.com,1897.17,2025-02-10,APAC,Automotive,Credit Card,True,Mobile,17
05b7f8bb,Alex Johnson,alex.johnson.86@example.com,1174.67,2025-11-27,APAC,Books,Crypto,True,Tablet,11
b312273d,Jordan Doe,jordan.doe.17@example.com,4711.96,2025-10-29,EMEA,Home & Garden,PayPal,True,Mobile,87
9b05f993,Riley Smith,riley.smith.42@example.com,1595.83,2025-12-08,EMEA,Electronics,Credit Card,True,Tablet,26
18d9b583,Riley Martinez,riley.martinez.27@example.com,122.07,2025-09-24,APAC,Home & Garden,Bank Transfer,False,Mobile,64
327ea8d4,Riley Martinez,riley.martinez.54@example.com,1154.78,2025-09-16,North America,Fashion,Crypto,False,Mobile,86
45566b72,Taylor Martinez,taylor.martinez.40@example.com,4779.48,2025-10-09,APAC,Electronics,Apple Pay,False,Desktop,87
76fb58b3,Morgan Wong,morgan.wong.29@example.com,3911.7,2025-05-14,APAC,Home & Garden,Credit Card,True,Smart Watch,14
badc1459,Casey Brown,casey.brown.63@example.com,2281.2,2025-09-10,North America,Home & Garden,Apple Pay,True,Tablet,11
66f83f68,Jamie Johnson,jamie.johnson.35@example.com,2602.44,2025-02-01,Europe,Electronics,PayPal,False,Smart Watch,83
5897b6f6,Avery Johnson,avery.johnson.17@example.com,998.6,2025-02-20,LATAM,Fashion,Crypto,False,Tablet,68
35c06eb7,Taylor Doe,taylor.doe.22@example.com,2210.1,2025-05-09,LATAM,Home & Garden,Bank Transfer,True,Mobile,46
67d3ee70,Jamie Garcia,jamie.garcia.77@example.com,871.06,2025-12-21,North America,Automotive,Apple Pay,False,Tablet,80
69066fa6,Avery Doe,avery.doe.29@example.com,1552.5,2025-03-07,North America,Fashion,Bank Transfer,True,Desktop,88
f2351cb5,Riley Smith,riley.smith.30@example.com,1454.67,2025-06-06,APAC,Home & Garden,Credit Card,True,Desktop,32
5869eb32,Alex Garcia,alex.garcia.68@example.com,3927.03,2026-01-18,North America,Home & Garden,Credit Card,False,Smart Watch,68
faff891c,Casey Lee,casey.lee.21@example.com,1609.34,2025-04-06,LATAM,Home & Garden,Apple Pay,False,Mobile,89
17268236,Riley Lee,riley.lee.96@example.com,832.04,2025-07-05,LATAM,Home & Garden,Credit Card,False,Smart Watch,98
b652a155,Taylor Wong,taylor.wong.11@example.com,4839.55,2025-08-31,LATAM,Home & Garden,Credit Card,True,Desktop,32
144fe997,Avery Johnson,avery.johnson.79@example.com,2514.38,2025-12-28,EMEA,Home & Garden,PayPal,True,Mobile,92
900c6046,Jordan Martinez,jordan.martinez.39@example.com,4659.0,2025-08-12,EMEA,Home & Garden,Bank Transfer,False,Smart Watch,42
890ff642,Riley Lee,riley.lee.71@example.com,3970.64,2025-05-09,North America,Fashion,Bank Transfer,True,Desktop,14
1d2366fc,Jordan Martinez,jordan.martinez.40@example.com,3982.14,2025-03-11,APAC,Automotive,Crypto,False,Smart Watch,19
633eed83,Avery Smith,avery.smith.74@example.com,885.42,2025-12-06,EMEA,Home & Garden,Crypto,False,Smart Watch,6
708feaa6,Jamie Garcia,jamie.garcia.44@example.com,1760.29,2025-08-30,Europe,Electronics,Apple Pay,False,Tablet,55
a97096bf,Morgan Johnson,morgan.johnson.31@example.com,4263.27,2025-07-16,LATAM,Fashion,Apple Pay,True,Desktop,38
79025aae,Jordan Garcia,jordan.garcia.81@example.com,2789.67,2025-09-03,Europe,Books,Crypto,True,Smart Watch,92
9227bc70,Jordan Doe,jordan.doe.96@example.com,2011.78,2025-08-09,EMEA,Home & Garden,Bank Transfer,False,Tablet,17
f2737137,Alex Martinez,alex.martinez.77@example.com,4943.17,2026-01-20,APAC,Books,Crypto,False,Tablet,62
1fc49651,Casey Brown,casey.brown.11@example.com,114.1,2025-02-26,North America,Books,Crypto,False,Smart Watch,82
f2e95eb1,Alex Smith,alex.smith.36@example.com,4390.73,2025-08-20,Europe,Electronics,Crypto,True,Mobile,79
6c2ff276,Morgan Martinez,morgan.martinez.79@example.com,3251.2,2025-10-04,North America,Automotive,Crypto,False,Smart Watch,51
2f13a3c4,Alex Martinez,alex.martinez.51@example.com,689.8,2025-11-10,LATAM,Books,Credit Card,True,Mobile,7
ffc53b7b,Casey Smith,casey.smith.54@example.com,557.25,2025-07-30,EMEA,Automotive,Crypto,False,Desktop,4
d54db2c8,Jordan Garcia,jordan.garcia.99@example.com,1520.71,2025-09-09,LATAM,Automotive,Bank Transfer,False,Tablet,77
04c7ea75,Avery Lee,avery.lee.49@example.com,1303.33,2025-03-07,APAC,Electronics,Bank Transfer,False,Mobile,23
fa1e0c8e,Morgan Wong,morgan.wong.10@example.com,2871.94,2025-04-13,LATAM,Automotive,PayPal,False,Desktop,21
3db5941a,Taylor Wong,taylor.wong.57@example.com,4937.38,2025-10-25,LATAM,Books,Credit Card,False,Mobile,66
d141bfee,Avery Johnson,avery.johnson.68@example.com,3922.84,2025-05-22,North America,Electronics,PayPal,True,Smart Watch,14
c33247e7,Alex Wong,alex.wong.12@example.com,4780.86,2025-06-17,LATAM,Home & Garden,Apple Pay,False,Desktop,73
ecdaf5f7,Morgan Smith,morgan.smith.46@example.com,996.15,2025-10-01,LATAM,Fashion,Crypto,True,Smart Watch,71
2619a6db,Jordan Brown,jordan.brown.65@example.com,3187.2,2025-04-16,LATAM,Books,Bank Transfer,True,Mobile,70
1497da0e,Jordan Garcia,jordan.garcia.17@example.com,88.91,2025-08-30,EMEA,Electronics,Credit Card,False,Tablet,9
d5b66986,Avery Wong,avery.wong.65@example.com,3117.91,2025-12-12,EMEA,Home & Garden,Crypto,True,Smart Watch,42
805b9286,Avery Lee,avery.lee.57@example.com,2310.27,2025-09-03,APAC,Automotive,Crypto,True,Tablet,41
61a0e5bc,Alex Lee,alex.lee.51@example.com,2679.93,2025-04-06,APAC,Fashion,Bank Transfer,False,Smart Watch,88
b09dabd2,Riley Wong,riley.wong.76@example.com,2099.26,2025-10-01,Europe,Automotive,Credit Card,True,Mobile,73
652ea270,Avery Johnson,avery.johnson.27@example.com,4555.38,2025-09-02,APAC,Home & Garden,Credit Card,True,Smart Watch,24
58d85e7e,Casey Wong,casey.wong.87@example.com,3401.44,2025-04-25,North America,Automotive,PayPal,False,Mobile,99
4786683e,Avery Garcia,avery.garcia.77@example.com,4676.59,2025-03-22,North America,Fashion,Apple Pay,True,Smart Watch,31
07f64c59,Taylor Doe,taylor.doe.86@example.com,303.49,2025-11-03,North America,Automotive,PayPal,True,Desktop,71
9ac153e4,Casey Lee,casey.lee.40@example.com,4560.74,2025-06-17,LATAM,Fashion,Apple Pay,False,Mobile,23
b0611ed9,Jamie Garcia,jamie.garcia.94@example.com,4546.4,2025-06-18,LATAM,Fashion,PayPal,True,Desktop,33
b22536f5,Riley Martinez,riley.martinez.46@example.com,607.57,2025-10-27,Europe,Fashion,PayPal,False,Smart Watch,42
d00c8a88,Alex Wong,alex.wong.12@example.com,3152.22,2025-07-27,APAC,Fashion,Bank Transfer,True,Mobile,82
ad785cbc,Avery Johnson,avery.johnson.61@example.com,222.99,2025-04-30,APAC,Electronics,PayPal,False,Tablet,14
de651918,Morgan Garcia,morgan.garcia.42@example.com,1173.61,2026-01-02,APAC,Home & Garden,Credit Card,True,Smart Watch,83
213ce381,Taylor Johnson,taylor.johnson.75@example.com,3310.16,2025-05-28,LATAM,Automotive,Crypto,False,Desktop,6
207bae52,Taylor Smith,taylor.smith.45@example.com,2252.91,2025-08-15,Europe,Fashion,Crypto,False,Mobile,3
a0d820d6,Jordan Doe,jordan.doe.98@example.com,3315.21,2025-06-15,North America,Fashion,Bank Transfer,True,Smart Watch,39
b5b8fd4e,Riley Garcia,riley.garcia.50@example.com,3150.62,2025-08-02,EMEA,Books,Apple Pay,True,Desktop,78
d8f20a29,Jordan Martinez,jordan.martinez.27@example.com,3918.38,2025-09-30,EMEA,Fashion,Crypto,False,Mobile,72
c85d2a75,Avery Doe,avery.doe.20@example.com,3394.99,2025-07-08,North America,Books,Bank Transfer,False,Mobile,75
e8dd31d2,Alex Smith,alex.smith.40@example.com,1210.27,2025-02-14,LATAM,Electronics,Apple Pay,True,Mobile,40
c5466b3a,Riley Wong,riley.wong.29@example.com,865.9,2025-05-02,APAC,Home & Garden,PayPal,False,Desktop,48
4b86935e,Alex Doe,alex.doe.39@example.com,4291.65,2025-07-11,LATAM,Automotive,PayPal,True,Mobile,94
393fe973,Jordan Lee,jordan.lee.71@example.com,3734.48,2026-01-15,LATAM,Automotive,Apple Pay,True,Desktop,57
fdcb2a6d,Casey Brown,casey.brown.14@example.com,2802.95,2025-12-26,Europe,Home & Garden,Credit Card,False,Desktop,83
928514ef,Casey Lee,casey.lee.88@example.com,2379.67,2025-03-29,LATAM,Automotive,Crypto,False,Tablet,52
37164c5f,Casey Wong,casey.wong.23@example.com,445.58,2025-06-16,APAC,Electronics,PayPal,False,Tablet,33
2de76432,Taylor Lee,taylor.lee.58@example.com,945.89,2025-03-22,LATAM,Fashion,PayPal,True,Desktop,33
cbe09fa2,Jamie Wong,jamie.wong.14@example.com,2325.82,2025-08-15,North America,Automotive,Credit Card,True,Mobile,22
a5233d61,Avery Martinez,avery.martinez.72@example.com,4757.0,2025-03-07,Europe,Books,PayPal,True,Tablet,83
1c7bdc4e,Taylor Martinez,taylor.martinez.99@example.com,2713.55,2025-10-18,North America,Fashion,Bank Transfer,False,Mobile,69
2dbdaa3a,Jordan Johnson,jordan.johnson.63@example.com,2502.5,2025-10-17,LATAM,Automotive,Apple Pay,False,Mobile,15
4589bf8e,Alex Wong,alex.wong.55@example.com,1322.04,2025-09-06,LATAM,Books,PayPal,True,Desktop,99
d55e689f,Jordan Smith,jordan.smith.73@example.com,3519.28,2025-06-13,Europe,Fashion,Crypto,True,Smart Watch,41
014d4634,Casey Martinez,casey.martinez.64@example.com,3784.08,2025-09-18,LATAM,Books,Bank Transfer,True,Tablet,71
7adc4e07,Jordan Wong,jordan.wong.92@example.com,3201.79,2026-01-27,APAC,Books,Bank Transfer,False,Mobile,64
03c9a070,Alex Doe,alex.doe.98@example.com,4918.96,2025-05-17,Europe,Home & Garden,Credit Card,False,Smart Watch,17
2756a653,Taylor Lee,taylor.lee.52@example.com,2267.31,2025-02-19,EMEA,Home & Garden,Crypto,True,Desktop,64
f8a62193,Casey Johnson,casey.johnson.96@example.com,3713.35,2025-03-06,EMEA,Books,Crypto,False,Desktop,40
c73b7486,Taylor Lee,taylor.lee.68@example.com,2768.53,2025-07-19,EMEA,Electronics,PayPal,True,Tablet,67
16458bc2,Morgan Brown,morgan.brown.62@example.com,4491.45,2025-11-09,EMEA,Automotive,Crypto,True,Tablet,14
a3b6123d,Riley Doe,riley.doe.62@example.com,3163.4,2025-06-03,North America,Fashion,Bank Transfer,True,Tablet,52
c63a2109,Avery Doe,avery.doe.88@example.com,267.71,2025-09-03,APAC,Books,Credit Card,True,Smart Watch,40
05e487d7,Taylor Doe,taylor.doe.81@example.com,1351.79,2025-05-26,Europe,Books,Crypto,True,Mobile,62
6dae3404,Jordan Garcia,jordan.garcia.20@example.com,2532.37,2025-05-05,LATAM,Fashion,Bank Transfer,False,Smart Watch,47
967bcc92,Taylor Wong,taylor.wong.88@example.com,2608.76,2025-05-05,LATAM,Electronics,Credit Card,False,Mobile,17
eaeaf3c4,Casey Brown,casey.brown.28@example.com,2604.07,2025-06-24,North America,Electronics,Credit Card,True,Mobile,83
44575c77,Morgan Brown,morgan.brown.93@example.com,3026.67,2025-06-30,APAC,Home & Garden,Apple Pay,True,Tablet,82
ad4a3955,Morgan Johnson,morgan.johnson.16@example.com,196.08,2025-02-22,EMEA,Automotive,Crypto,False,Mobile,33
49b4dadb,Taylor Martinez,taylor.martinez.89@example.com,2860.83,2025-04-23,APAC,Books,Crypto,False,Mobile,70
cbced941,Taylor Martinez,taylor.martinez.77@example.com,4982.33,2025-04-12,Europe,Books,Bank Transfer,True,Smart Watch,24
6b62a375,Jordan Lee,jordan.lee.85@example.com,4277.32,2025-11-15,Europe,Automotive,Crypto,True,Smart Watch,25
8b54aa79,Avery Wong,avery.wong.61@example.com,1755.15,2025-03-25,APAC,Automotive,Apple Pay,True,Desktop,28
45df7d1b,Jordan Brown,jordan.brown.96@example.com,984.39,2025-07-19,Europe,Electronics,Apple Pay,True,Smart Watch,42
a2001b46,Morgan Brown,morgan.brown.57@example.com,3927.79,2025-06-08,APAC,Home & Garden,Apple Pay,False,Desktop,40
593d4517,Alex Johnson,alex.johnson.96@example.com,4443.24,2025-05-03,LATAM,Electronics,PayPal,True,Tablet,98
e8ca7fac,Avery Johnson,avery.johnson.49@example.com,1878.96,2025-10-08,EMEA,Automotive,Credit Card,True,Desktop,91
f3cf1093,Avery Johnson,avery.johnson.70@example.com,4216.38,2025-12-20,EMEA,Automotive,Apple Pay,False,Tablet,52
8a83a990,Morgan Johnson,morgan.johnson.86@example.com,3187.08,2025-03-23,APAC,Books,Bank Transfer,False,Desktop,67
3c2b3759,Avery Lee,avery.lee.69@example.com,2112.92,2025-05-29,EMEA,Electronics,Apple Pay,True,Tablet,58
89dac8da,Jordan Doe,jordan.doe.20@example.com,135.13,2025-04-27,Europe,Fashion,Credit Card,True,Tablet,50
9d1ea895,Riley Johnson,riley.johnson.13@example.com,925.25,2025-03-23,LATAM,Books,Apple Pay,True,Desktop,32
b7a28023,Casey Garcia,casey.garcia.99@example.com,1145.76,2026-01-02,Europe,Books,Apple Pay,False,Smart Watch,60
8a08e3e3,Riley Martinez,riley.martinez.22@example.com,397.56,2025-08-25,EMEA,Electronics,Apple Pay,False,Smart Watch,4
08a15d54,Casey Martinez,casey.martinez.49@example.com,257.92,2025-08-23,Europe,Electronics,Bank Transfer,False,Desktop,54
bb76c06f,Jordan Doe,jordan.doe.98@example.com,3621.38,2025-03-09,Europe,Automotive,Apple Pay,True,Mobile,93
36d557ec,Casey Lee,casey.lee.61@example.com,2834.75,2025-02-28,North America,Electronics,Credit Card,True,Tablet,96
d3f35520,Jordan Lee,jordan.lee.43@example.com,4881.2,2025-10-09,Europe,Books,Credit Card,True,Desktop,45
b7f049a2,Riley Martinez,riley.martinez.11@example.com,4449.5,2025-11-01,APAC,Electronics,Credit Card,True,Smart Watch,55
c91f8fed,Jamie Garcia,jamie.garcia.70@example.com,2535.98,2025-08-18,LATAM,Automotive,Credit Card,True,Smart Watch,36
94b8a2b6,Alex Wong,alex.wong.80@example.com,1880.52,2025-04-01,North America,Fashion,Bank Transfer,False,Mobile,5
df087c9e,Alex Smith,alex.smith.18@example.com,1334.34,2025-12-24,Europe,Automotive,Bank Transfer,False,Tablet,18
42d405b2,Jordan Brown,jordan.brown.96@example.com,4568.55,2025-10-01,APAC,Electronics,Credit Card,False,Desktop,61
cc22d047,Riley Martinez,riley.martinez.46@example.com,2315.11,2026-01-26,EMEA,Fashion,Apple Pay,False,Desktop,51
e5b31189,Morgan Smith,morgan.smith.57@example.com,340.26,2025-06-27,EMEA,Home & Garden,PayPal,False,Mobile,4
e3a3ff2e,Riley Garcia,riley.garcia.79@example.com,2943.32,2025-09-22,Europe,Fashion,Bank Transfer,True,Tablet,55
beedf8ea,Jamie Garcia,jamie.garcia.36@example.com,3196.3,2025-03-02,EMEA,Automotive,PayPal,True,Tablet,87
3707b96c,Alex Doe,alex.doe.84@example.com,138.91,2026-01-28,APAC,Home & Garden,Crypto,True,Tablet,43
8d4d367e,Avery Brown,avery.brown.39@example.com,1515.95,2025-10-12,North America,Electronics,Credit Card,True,Desktop,1
4cb6898d,Alex Martinez,alex.martinez.59@example.com,125.17,2025-12-08,EMEA,Books,Crypto,False,Tablet,30
d4b7cec7,Taylor Brown,taylor.brown.54@example.com,3404.93,2025-02-09,Europe,Home & Garden,Credit Card,False,Smart Watch,15
496e9e4a,Jordan Smith,jordan.smith.42@example.com,3955.89,2025-03-10,LATAM,Electronics,Crypto,False,Mobile,2
eea923c6,Avery Lee,avery.lee.18@example.com,1113.4,2025-05-30,North America,Books,Apple Pay,True,Smart Watch,5
2aa64466,Riley Doe,riley.doe.32@example.com,1118.65,2025-04-04,APAC,Electronics,Crypto,False,Desktop,51
77d53265,Jordan Martinez,jordan.martinez.10@example.com,4654.0,2025-03-11,Europe,Automotive,Credit Card,False,Mobile,70
31f7d5f8,Casey Doe,casey.doe.56@example.com,3952.46,2026-01-26,Europe,Home & Garden,Bank Transfer,True,Smart Watch,56
ea717abe,Jordan Lee,jordan.lee.88@example.com,346.73,2025-12-06,North America,Electronics,PayPal,False,Desktop,43
