user_id,full_name,email,total_spend,signup_date,region,product_category,payment_method,is_active,device_type,loyalty_score
ddc4e75d,Elena Dubois,elena.dubois.643@example.com,6486.82,2026-12-16,LATAM,Automotive,Bank Transfer,False,Smart Watch,66
b528a011,Diego Müller,diego.müller.792@example.com,6572.77,2027-02-22,EMEA,Fashion,Crypto,False,Desktop,68
a5cc1f05,Valentina Rossi,valentina.rossi.779@example.com,9402.21,2027-02-20,LATAM,Books,PayPal,False,Tablet,53
b2da50cf,Valentina Dubois,valentina.dubois.165@example.com,4753.07,2026-06-23,North America,Automotive,Bank Transfer,False,Desktop,90
d2acadd9,Diego Rossi,diego.rossi.428@example.com,5459.66,2026-09-18,North America,Electronics,Crypto,False,Smart Watch,86
ea677425,Elena Müller,elena.müller.405@example.com,8236.72,2026-07-13,EMEA,Home & Garden,Crypto,True,Mobile,87
6b04c2c2,Leo Silva,leo.silva.114@example.com,1133.74,2026-08-05,Europe,Books,Credit Card,False,Mobile,58
959c90af,Lucas Kowalski,lucas.kowalski.396@example.com,6730.44,2027-03-05,LATAM,Books,Bank Transfer,False,Mobile,83
fc370496,Elena Müller,elena.müller.890@example.com,614.93,2026-06-13,EMEA,Home & Garden,Apple Pay,True,Mobile,88
5f061748,Diego Dubois,diego.dubois.634@example.com,1616.2,2026-06-02,APAC,Books,Crypto,False,Desktop,73
b5b5ba1c,Sofia Silva,sofia.silva.808@example.com,4031.69,2026-06-01,Europe,Automotive,PayPal,False,Mobile,84
63951b73,Diego Tanaka,diego.tanaka.869@example.com,4276.73,2027-01-03,LATAM,Electronics,Apple Pay,False,Desktop,58
42d38e49,Diego Rossi,diego.rossi.485@example.com,6792.01,2026-11-23,EMEA,Home & Garden,Credit Card,True,Desktop,82
cb3ef26a,Ana Tanaka,ana.tanaka.373@example.com,8731.08,2027-05-10,LATAM,Fashion,Credit Card,False,Smart Watch,73
3b485e36,Leo Rossi,leo.rossi.145@example.com,6872.93,2027-05-22,North America,Home & Garden,Apple Pay,False,Desktop,54
f590a740,Leo Schmidt,leo.schmidt.783@example.com,9974.33,2026-09-28,North America,Books,Apple Pay,True,Mobile,61
d726b864,Marco Kim,marco.kim.581@example.com,4063.41,2027-04-02,LATAM,Automotive,Crypto,True,Desktop,57
f39465ad,Sofia Rossi,sofia.rossi.348@example.com,8042.39,2027-03-02,EMEA,Home & Garden,Credit Card,True,Desktop,50
8a77602b,Diego Kim,diego.kim.360@example.com,6893.0,2027-01-02,LATAM,Automotive,Apple Pay,False,Mobile,54
4ff008bd,Sofia Schmidt,sofia.schmidt.143@example.com,3814.92,2026-09-09,APAC,Books,Crypto,False,Desktop,91
2ed13df3,Sofia Rossi,sofia.rossi.252@example.com,2232.02,2026-09-23,Europe,Home & Garden,Credit Card,False,Desktop,66
436eb979,Diego Kowalski,diego.kowalski.829@example.com,7183.16,2026-09-14,Europe,Fashion,Crypto,False,Tablet,95
46a59978,Marco Tanaka,marco.tanaka.725@example.com,1217.74,2027-01-13,APAC,Fashion,Credit Card,True,Desktop,90
024b9325,Marco Rossi,marco.rossi.683@example.com,6658.08,2026-10-17,EMEA,Books,Crypto,True,Desktop,78
1d3ea1f9,Ana Schmidt,ana.schmidt.193@example.com,8870.22,2026-07-03,APAC,Electronics,Bank Transfer,False,Mobile,68
71bc4c03,Sofia Tanaka,sofia.tanaka.903@example.com,5531.35,2027-03-18,EMEA,Fashion,Bank Transfer,False,Tablet,84
e25f1bad,Sofia Silva,sofia.silva.915@example.com,9214.51,2027-01-07,LATAM,Home & Garden,PayPal,False,Mobile,72
d96e2e34,Ana Kim,ana.kim.926@example.com,4964.1,2026-09-09,North America,Books,Apple Pay,True,Smart Watch,70
a4645f3a,Diego Dubois,diego.dubois.503@example.com,3965.85,2026-11-26,Europe,Home & Garden,Crypto,True,Smart Watch,61
98ebd09d,Lucas Silva,lucas.silva.818@example.com,3736.94,2026-12-16,APAC,Fashion,PayPal,True,Mobile,66
262243cd,Ana Rossi,ana.rossi.672@example.com,7547.26,2027-05-25,APAC,Electronics,Bank Transfer,True,Smart Watch,82
b94cfe95,Lucas Dubois,lucas.dubois.624@example.com,6822.61,2026-12-21,North America,Electronics,Crypto,False,Desktop,97
6f5ddc1c,Diego Kim,diego.kim.890@example.com,3473.82,2027-04-20,EMEA,Electronics,PayPal,True,Desktop,53
a0f4e4f5,Sofia Dubois,sofia.dubois.655@example.com,9926.21,2027-05-23,Europe,Electronics,Credit Card,True,Tablet,55
5318d7a3,Leo Dubois,leo.dubois.492@example.com,7079.17,2026-10-10,Europe,Books,Crypto,True,Tablet,95
60e0d813,Elena Kowalski,elena.kowalski.217@example.com,8990.13,2026-10-07,EMEA,Fashion,Bank Transfer,True,Desktop,83
dddeb356,Lucas Müller,lucas.müller.363@example.com,6905.21,2027-01-30,North America,Automotive,Bank Transfer,True,Tablet,98
17e77e79,Leo Kowalski,leo.kowalski.378@example.com,2253.78,2026-10-17,EMEA,Fashion,Bank Transfer,True,Smart Watch,88
afeb5470,Marco Silva,marco.silva.873@example.com,4831.06,2027-03-10,Europe,Home & Garden,PayPal,True,Tablet,78
a37f61e7,Leo Müller,leo.müller.309@example.com,9253.63,2026-08-12,LATAM,Fashion,Crypto,False,Smart Watch,100
a55720a3,Lucas Rossi,lucas.rossi.292@example.com,9399.28,2026-10-17,EMEA,Books,Apple Pay,False,Smart Watch,52
dbbfeb8f,Elena Schmidt,elena.schmidt.560@example.com,4023.14,2027-03-14,North America,Electronics,Bank Transfer,True,Smart Watch,51
6de7230d,Ana Kim,ana.kim.426@example.com,9313.57,2027-03-05,North America,Books,Apple Pay,False,Desktop,90
d4e3f4e6,Marco Kowalski,marco.kowalski.146@example.com,690.07,2026-07-16,APAC,Automotive,Crypto,True,Smart Watch,75
cc18d93f,Marco Müller,marco.müller.135@example.com,6156.16,2027-05-19,Europe,Automotive,PayPal,True,Mobile,77
64ab87fa,Marco Tanaka,marco.tanaka.612@example.com,1248.64,2026-12-07,Europe,Electronics,Bank Transfer,False,Mobile,54
83a7c57c,Lucas Tanaka,lucas.tanaka.664@example.com,800.23,2026-07-09,Europe,Fashion,Credit Card,True,Smart Watch,86
1330d34a,Sofia Dubois,sofia.dubois.985@example.com,8737.55,2027-03-10,APAC,Home & Garden,Apple Pay,False,Desktop,69
1d149726,Valentina Rossi,valentina.rossi.734@example.com,5768.71,2026-12-28,LATAM,Books,Credit Card,True,Smart Watch,75
66a433e6,Elena Kim,elena.kim.774@example.com,708.11,2026-08-21,North America,Home & Garden,Credit Card,False,Desktop,71
0a71e971,Sofia Schmidt,sofia.schmidt.227@example.com,2430.0,2027-04-25,Europe,Automotive,Bank Transfer,False,Desktop,74
d21a3303,Elena Kim,elena.kim.648@example.com,6163.46,2027-04-13,APAC,Books,Apple Pay,True,Tablet,90
a1b87ebf,Lucas Silva,lucas.silva.935@example.com,7916.57,2027-05-22,North America,Electronics,Credit Card,False,Tablet,69
340ff3bc,Elena Schmidt,elena.schmidt.640@example.com,4147.85,2026-12-29,Europe,Electronics,Apple Pay,True,Desktop,67
fbd49291,Ana Kim,ana.kim.863@example.com,6702.46,2026-10-21,APAC,Electronics,Credit Card,False,Smart Watch,94
2b7259d6,Ana Müller,ana.müller.356@example.com,8788.62,2027-02-09,APAC,Home & Garden,Apple Pay,False,Desktop,54
e968e611,Lucas Müller,lucas.müller.552@example.com,3904.47,2026-08-15,EMEA,Books,Crypto,True,Smart Watch,99
a297546d,Marco Silva,marco.silva.163@example.com,881.12,2026-09-20,APAC,Home & Garden,Crypto,False,Mobile,91
486ad14b,Elena Kowalski,elena.kowalski.839@example.com,6668.53,2027-04-04,LATAM,Automotive,Bank Transfer,False,Tablet,54
d067e25e,Ana Silva,ana.silva.611@example.com,7814.28,2026-12-30,EMEA,Automotive,Apple Pay,True,Tablet,93
240008a6,Ana Kim,ana.kim.409@example.com,8823.5,2026-06-25,EMEA,Fashion,Bank Transfer,True,Tablet,72
a51cd4be,Elena Kim,elena.kim.814@example.com,7383.76,2026-11-07,EMEA,Electronics,PayPal,True,Smart Watch,50
4eb4eb12,Marco Rossi,marco.rossi.241@example.com,3211.47,2026-10-08,APAC,Books,Bank Transfer,False,Mobile,82
fff06199,Lucas Dubois,lucas.dubois.781@example.com,1530.93,2027-02-02,EMEA,Automotive,Credit Card,False,Desktop,55
458bfa42,Ana Tanaka,ana.tanaka.490@example.com,8659.63,2027-04-20,LATAM,Books,Apple Pay,True,Desktop,79
5706b215,Diego Rossi,diego.rossi.385@example.com,9295.38,2026-08-04,Europe,Fashion,Crypto,True,Smart Watch,74
e4790196,Valentina Rossi,valentina.rossi.701@example.com,2984.96,2026-08-21,Europe,Fashion,Credit Card,True,Tablet,88
1997956a,Valentina Dubois,valentina.dubois.289@example.com,2910.97,2027-02-07,North America,Automotive,Apple Pay,True,Desktop,66
84e08b9b,Diego Rossi,diego.rossi.785@example.com,6805.64,2027-04-10,EMEA,Electronics,PayPal,True,Smart Watch,70
b068d65b,Marco Müller,marco.müller.387@example.com,4107.69,2026-09-06,North America,Home & Garden,Apple Pay,True,Tablet,88
a4f200e5,Elena Tanaka,elena.tanaka.822@example.com,2189.75,2027-01-21,EMEA,Home & Garden,Crypto,False,Tablet,91
664d6d2e,Sofia Dubois,sofia.dubois.120@example.com,3025.52,2027-02-24,EMEA,Fashion,PayPal,False,Tablet,78
d3c90b6f,Valentina Dubois,valentina.dubois.989@example.com,4612.65,2026-06-09,North America,Books,Apple Pay,False,Tablet,59
c436a5ae,Marco Müller,marco.müller.809@example.com,3300.33,2026-06-06,North America,Home & Garden,PayPal,False,Tablet,65
fa9b6ba9,Lucas Rossi,lucas.rossi.642@example.com,8734.1,2026-08-12,APAC,Books,Crypto,False,Desktop,74
7eb0f9cf,Elena Kowalski,elena.kowalski.418@example.com,7243.12,2026-06-05,LATAM,Automotive,Apple Pay,True,Desktop,83
ba8e6153,Lucas Tanaka,lucas.tanaka.290@example.com,1012.31,2027-03-30,North America,Books,Apple Pay,False,Smart Watch,83
10eb96cd,Marco Tanaka,marco.tanaka.875@example.com,1760.4,2026-12-21,North America,Fashion,Bank Transfer,True,Mobile,61
7241071e,Sofia Silva,sofia.silva.301@example.com,8162.16,2026-07-25,Europe,Books,Bank Transfer,False,Desktop,61
cc163f32,Valentina Tanaka,valentina.tanaka.427@example.com,2504.52,2027-01-23,EMEA,Home & Garden,Crypto,True,Mobile,65
defac905,Sofia Silva,sofia.silva.479@example.com,6592.03,2026-08-21,EMEA,Automotive,PayPal,True,Tablet,96
bf9062e7,Valentina Müller,valentina.müller.340@example.com,9512.55,2026-12-15,Europe,Home & Garden,Credit Card,True,Smart Watch,56
48968f52,Elena Silva,elena.silva.131@example.com,8471.18,2026-07-09,LATAM,Books,Crypto,True,Mobile,88
80bffc45,Valentina Tanaka,valentina.tanaka.447@example.com,9724.31,2027-05-06,LATAM,Fashion,PayPal,False,Mobile,71
f2963e46,Elena Müller,elena.müller.512@example.com,7850.06,2027-03-20,EMEA,Books,Bank Transfer,True,Mobile,98
d9f8ceab,Valentina Müller,valentina.müller.433@example.com,8232.88,2026-12-19,North America,Home & Garden,Credit Card,False,Smart Watch,65
6eeaf272,Sofia Silva,sofia.silva.205@example.com,6764.57,2026-11-05,EMEA,Fashion,Bank Transfer,False,Tablet,83
b9b19638,Valentina Dubois,valentina.dubois.729@example.com,9425.31,2027-05-13,LATAM,Electronics,PayPal,True,Desktop,89
8c3253ca,Marco Müller,marco.müller.735@example.com,9436.62,2027-05-21,Europe,Electronics,Credit Card,False,Mobile,94
6aaab3d2,Leo Kowalski,leo.kowalski.709@example.com,1421.68,2027-04-19,LATAM,Books,Crypto,True,Smart Watch,79
b36b3283,Diego Müller,diego.müller.275@example.com,6007.95,2027-04-23,Europe,Fashion,Crypto,False,Mobile,71
ea085ebe,Marco Tanaka,marco.tanaka.320@example.com,2479.3,2026-06-26,Europe,Electronics,Bank Transfer,True,Tablet,77
3d8589ab,Diego Schmidt,diego.schmidt.926@example.com,2460.57,2026-09-04,EMEA,Books,Bank Transfer,False,Tablet,76
40df42fd,Marco Schmidt,marco.schmidt.367@example.com,8940.45,2026-10-25,EMEA,Home & Garden,Credit Card,False,Mobile,68
8b04dfd4,Sofia Rossi,sofia.rossi.328@example.com,8371.14,2026-10-02,North America,Home & Garden,PayPal,True,Desktop,60
abc52156,Leo Dubois,leo.dubois.983@example.com,7753.47,2027-04-16,LATAM,Books,PayPal,True,Tablet,55
8bb3f114,Leo Kowalski,leo.kowalski.685@example.com,2862.97,2026-10-09,EMEA,Automotive,Credit Card,True,Mobile,61
2b4d875d,Sofia Rossi,sofia.rossi.913@example.com,2713.33,2026-07-15,LATAM,Automotive,Bank Transfer,True,Mobile,91
52b19279,Marco Rossi,marco.rossi.607@example.com,6378.51,2026-07-11,Europe,Electronics,Apple Pay,True,Desktop,98
a0a4852f,Marco Müller,marco.müller.317@example.com,8813.93,2026-09-21,APAC,Fashion,Apple Pay,True,Smart Watch,85
1c3f4f1e,Elena Rossi,elena.rossi.588@example.com,3638.28,2026-08-17,APAC,Books,Apple Pay,False,Mobile,90
07ab536c,Diego Kowalski,diego.kowalski.165@example.com,9666.05,2026-11-07,APAC,Electronics,Crypto,True,Mobile,55
a00993ca,Marco Tanaka,marco.tanaka.594@example.com,6543.08,2027-04-18,EMEA,Electronics,Bank Transfer,True,Desktop,78
f8677fa9,Ana Silva,ana.silva.232@example.com,1630.29,2026-06-19,LATAM,Fashion,Crypto,True,Desktop,52
b1b02464,Ana Silva,ana.silva.807@example.com,2318.16,2026-11-10,APAC,Automotive,PayPal,True,Tablet,84
b020be81,Ana Dubois,ana.dubois.929@example.com,1945.92,2026-06-22,EMEA,Electronics,PayPal,True,Tablet,71
cd53e64b,Lucas Silva,lucas.silva.898@example.com,2718.52,2027-03-18,APAC,Fashion,Bank Transfer,False,Smart Watch,61
2b22fc0d,Valentina Kim,valentina.kim.678@example.com,7541.56,2026-06-19,LATAM,Books,Crypto,True,Tablet,99
52d739ee,Marco Müller,marco.müller.104@example.com,5176.65,2027-03-09,North America,Automotive,Apple Pay,True,Smart Watch,58
d7bdd683,Elena Kim,elena.kim.850@example.com,9014.88,2027-01-30,APAC,Electronics,Apple Pay,True,Desktop,74
78a2f943,Diego Silva,diego.silva.971@example.com,5937.47,2027-03-05,Europe,Electronics,PayPal,False,Tablet,95
d3f7c6e2,Marco Kowalski,marco.kowalski.771@example.com,5530.93,2027-05-22,EMEA,Books,Bank Transfer,True,Smart Watch,68
ff840c30,Ana Kowalski,ana.kowalski.827@example.com,4130.48,2027-03-05,APAC,Fashion,Apple Pay,True,Mobile,82
252b2401,Marco Kowalski,marco.kowalski.950@example.com,5438.45,2027-02-15,North America,Home & Garden,Bank Transfer,False,Smart Watch,99
e39ee422,Lucas Silva,lucas.silva.651@example.com,3906.36,2027-02-06,North America,Automotive,Crypto,False,Tablet,82
33573dd6,Lucas Dubois,lucas.dubois.397@example.com,5475.63,2027-05-04,North America,Books,Apple Pay,True,Mobile,73
cd99b313,Lucas Rossi,lucas.rossi.456@example.com,7105.97,2027-04-11,Europe,Home & Garden,Credit Card,True,Desktop,66
abfa0e59,Diego Dubois,diego.dubois.887@example.com,1487.57,2027-03-13,LATAM,Home & Garden,Apple Pay,True,Desktop,76
934c7cc3,Valentina Müller,valentina.müller.419@example.com,5078.4,2027-04-27,LATAM,Home & Garden,Credit Card,True,Tablet,70
3fb8d528,Valentina Rossi,valentina.rossi.911@example.com,4898.94,2026-09-12,LATAM,Automotive,Crypto,True,Mobile,62
c978f347,Sofia Müller,sofia.müller.814@example.com,1643.98,2027-04-06,North America,Books,Crypto,True,Tablet,68
e3615849,Ana Schmidt,ana.schmidt.467@example.com,7178.73,2026-11-26,LATAM,Books,Credit Card,True,Tablet,72
d69b3e1c,Marco Kim,marco.kim.347@example.com,2887.48,2026-08-14,APAC,Fashion,Apple Pay,True,Mobile,85
63d11125,Leo Schmidt,leo.schmidt.615@example.com,6160.68,2027-05-16,EMEA,Books,Apple Pay,True,Smart Watch,71
61371f9e,Ana Dubois,ana.dubois.694@example.com,5123.97,2026-11-23,North America,Fashion,Crypto,False,Tablet,56
c209acfe,Sofia Müller,sofia.müller.113@example.com,2810.19,2026-11-28,LATAM,Books,Credit Card,True,Mobile,50
232660e2,Elena Schmidt,elena.schmidt.456@example.com,8859.89,2027-03-01,APAC,Home & Garden,Bank Transfer,True,Smart Watch,54
19c6fce9,Elena Kowalski,elena.kowalski.805@example.com,4613.08,2026-10-04,North America,Fashion,Bank Transfer,True,Smart Watch,80
8193788b,Marco Schmidt,marco.schmidt.211@example.com,1023.15,2027-02-01,EMEA,Home & Garden,Bank Transfer,False,Desktop,60
4c26627d,Elena Schmidt,elena.schmidt.161@example.com,7092.06,2026-10-13,APAC,Electronics,Apple Pay,True,Desktop,61
38b1393b,Elena Dubois,elena.dubois.811@example.com,6609.11,2027-04-22,North America,Home & Garden,Apple Pay,False,Desktop,89
5250be2d,Sofia Dubois,sofia.dubois.952@example.com,9562.38,2027-03-27,LATAM,Automotive,Credit Card,True,Smart Watch,85
519580bd,Sofia Schmidt,sofia.schmidt.557@example.com,2180.44,2026-08-22,Europe,Automotive,Bank Transfer,False,Mobile,86
380b9079,Leo Rossi,leo.rossi.430@example.com,9746.78,2027-04-13,LATAM,Home & Garden,PayPal,True,Desktop,81
506c417e,Elena Kim,elena.kim.837@example.com,1716.66,2026-06-11,Europe,Fashion,PayPal,False,Desktop,78
4298f91f,Leo Tanaka,leo.tanaka.121@example.com,6592.68,2026-11-11,EMEA,Books,Apple Pay,True,Mobile,72
21d3f982,Leo Dubois,leo.dubois.498@example.com,5439.85,2027-04-24,Europe,Automotive,Credit Card,False,Tablet,65
1b8773a2,Lucas Rossi,lucas.rossi.971@example.com,8990.56,2026-08-06,Europe,Fashion,Bank Transfer,False,Smart Watch,83
29ceb434,Valentina Tanaka,valentina.tanaka.829@example.com,4639.2,2026-11-10,EMEA,Books,Credit Card,True,Desktop,71
7e839e41,Lucas Kowalski,lucas.kowalski.233@example.com,7043.83,2026-12-25,EMEA,Automotive,Crypto,True,Desktop,59
18cd75bb,Diego Silva,diego.silva.177@example.com,2853.5,2026-11-05,LATAM,Fashion,Bank Transfer,True,Smart Watch,97
19b44068,Elena Tanaka,elena.tanaka.962@example.com,4367.49,2026-10-08,APAC,Home & Garden,Bank Transfer,True,Tablet,95
669c88b1,Valentina Dubois,valentina.dubois.537@example.com,7618.71,2027-04-21,APAC,Books,Apple Pay,False,Tablet,75
8d57ee78,Valentina Tanaka,valentina.tanaka.716@example.com,1728.39,2026-12-21,LATAM,Fashion,PayPal,False,Desktop,78
805d2d3a,Ana Müller,ana.müller.529@example.com,5224.34,2026-06-11,North America,Books,Credit Card,False,Mobile,77
f3743dc6,Lucas Kim,lucas.kim.500@example.com,3829.34,2027-02-26,Europe,Fashion,Credit Card,False,Mobile,51
9c74cda3,Elena Silva,elena.silva.387@example.com,1437.01,2027-03-06,LATAM,Fashion,Apple Pay,True,Desktop,90
3360fbda,Elena Schmidt,elena.schmidt.205@example.com,2470.44,2027-04-25,APAC,Electronics,Apple Pay,True,Desktop,73
00467c08,Leo Rossi,leo.rossi.468@example.com,1582.83,2026-10-29,APAC,Fashion,Bank Transfer,False,Tablet,78
1257c1c9,Valentina Tanaka,valentina.tanaka.256@example.com,8129.6,2027-03-20,APAC,Automotive,PayPal,False,Desktop,50
10f8a688,Valentina Rossi,valentina.rossi.709@example.com,4805.16,2026-07-10,Europe,Automotive,Bank Transfer,True,Tablet,94
99cee468,Sofia Kim,sofia.kim.850@example.com,767.02,2026-06-29,EMEA,Electronics,Crypto,True,Mobile,96
3d3ad884,Marco Kowalski,marco.kowalski.684@example.com,4394.19,2027-03-04,Europe,Fashion,PayPal,True,Smart Watch,94
cd439c1c,Valentina Müller,valentina.müller.449@example.com,5424.27,2026-12-02,North America,Fashion,PayPal,True,Desktop,58
d3e4706f,Diego Dubois,diego.dubois.920@example.com,5513.51,2026-12-09,Europe,Electronics,PayPal,False,Smart Watch,77
0261013d,Ana Tanaka,ana.tanaka.578@example.com,2591.2,2027-03-17,APAC,Home & Garden,Crypto,True,Desktop,85
3b7079ac,Leo Kowalski,leo.kowalski.518@example.com,8608.8,2026-08-25,EMEA,Home & Garden,Crypto,True,Mobile,83
a55d8656,Leo Kim,leo.kim.106@example.com,3917.52,2027-01-25,North America,Books,Bank Transfer,True,Tablet,90
5a18ea6b,Valentina Kim,valentina.kim.239@example.com,8928.46,2027-02-25,APAC,Electronics,Apple Pay,True,Smart Watch,88
2ff68216,Valentina Kim,valentina.kim.913@example.com,3542.61,2026-06-24,Europe,Automotive,Bank Transfer,True,Mobile,92
762be544,Leo Tanaka,leo.tanaka.803@example.com,975.9,2026-12-07,North America,Automotive,Credit Card,True,Mobile,61
755abec0,Marco Kim,marco.kim.133@example.com,4217.25,2027-04-27,APAC,Home & Garden,Apple Pay,True,Desktop,80
9871b5ed,Lucas Rossi,lucas.rossi.539@example.com,1172.38,2026-09-18,APAC,Fashion,Bank Transfer,False,Smart Watch,89
a2a4cb7b,Ana Kowalski,ana.kowalski.346@example.com,5204.91,2026-07-09,North America,Fashion,Credit Card,False,Desktop,85
ae7ec346,Elena Dubois,elena.dubois.640@example.com,1613.59,2026-09-24,EMEA,Electronics,Crypto,True,Tablet,63
52e3547d,Leo Schmidt,leo.schmidt.492@example.com,7592.54,2027-05-10,Europe,Books,Crypto,False,Desktop,80
bd48a141,Sofia Kowalski,sofia.kowalski.208@example.com,3880.96,2026-06-30,EMEA,Books,PayPal,True,Desktop,75
2ef2e3d3,Sofia Schmidt,sofia.schmidt.844@example.com,9624.2,2026-10-21,North America,Fashion,Crypto,True,Mobile,93
88ccad9e,Marco Kowalski,marco.kowalski.307@example.com,9571.51,2026-07-16,APAC,Home & Garden,Credit Card,True,Desktop,83
b7e6d8cb,Ana Kim,ana.kim.275@example.com,9224.89,2026-08-05,LATAM,Automotive,Credit Card,True,Smart Watch,86
35635a4d,Elena Silva,elena.silva.549@example.com,2227.1,2026-07-23,LATAM,Automotive,Bank Transfer,False,Mobile,74
a77f8f64,Valentina Kim,valentina.kim.987@example.com,8697.29,2027-02-04,LATAM,Home & Garden,Bank Transfer,False,Smart Watch,57
2d6e00b6,Ana Kim,ana.kim.499@example.com,5856.86,2026-07-19,North America,Fashion,Credit Card,False,Desktop,71
d0145a96,Leo Rossi,leo.rossi.688@example.com,6402.08,2026-08-16,Europe,Fashion,Credit Card,True,Smart Watch,56
00afdc77,Ana Silva,ana.silva.560@example.com,5743.53,2026-06-24,North America,Automotive,Crypto,True,Smart Watch,82
fab9f189,Leo Silva,leo.silva.743@example.com,706.34,2026-11-02,Europe,Books,Apple Pay,True,Mobile,72
6424824f,Elena Dubois,elena.dubois.832@example.com,601.63,2027-03-18,LATAM,Books,PayPal,False,Mobile,51
db7dfb88,Ana Tanaka,ana.tanaka.998@example.com,4598.73,2026-11-30,Europe,Books,Crypto,True,Mobile,72
cc79182b,Elena Schmidt,elena.schmidt.241@example.com,6382.07,2026-12-13,Europe,Home & Garden,Apple Pay,True,Smart Watch,95
02422c4c,Elena Silva,elena.silva.197@example.com,6094.71,2026-09-01,LATAM,Books,PayPal,True,Mobile,53
9a9ce97d,Valentina Tanaka,valentina.tanaka.845@example.com,6211.86,2026-07-21,LATAM,Electronics,Credit Card,False,Desktop,66
0486ab59,Elena Silva,elena.silva.477@example.com,5983.34,2026-08-29,Europe,Electronics,Crypto,True,Mobile,92
bdb49ac3,Sofia Silva,sofia.silva.179@example.com,8370.87,2027-04-22,LATAM,Books,PayPal,False,Mobile,60
bbca6ec3,Marco Müller,marco.müller.339@example.com,6636.18,2026-10-21,APAC,Fashion,Crypto,True,Mobile,79
7d6e8017,Lucas Dubois,lucas.dubois.238@example.com,2724.55,2027-01-19,Europe,Books,Credit Card,True,Tablet,79
57ca7b9a,Ana Kim,ana.kim.244@example.com,2890.0,2026-10-30,Europe,Automotive,Apple Pay,True,Desktop,55
14cdc230,Valentina Müller,valentina.müller.305@example.com,9078.87,2026-10-21,EMEA,Books,Credit Card,False,Desktop,93
fb1d7097,Sofia Müller,sofia.müller.193@example.com,9498.16,2027-04-11,Europe,Electronics,Credit Card,False,Smart Watch,52
27d619a8,Valentina Tanaka,valentina.tanaka.663@example.com,7125.54,2026-09-27,LATAM,Home & Garden,Credit Card,False,Desktop,93
b546124f,Marco Schmidt,marco.schmidt.277@example.com,5036.81,2026-11-26,North America,Electronics,Credit Card,True,Smart Watch,81
67ca969b,Valentina Silva,valentina.silva.284@example.com,3941.41,2027-02-19,North America,Books,PayPal,False,Desktop,88
15b778d8,Diego Silva,diego.silva.869@example.com,4377.94,2026-11-28,EMEA,Fashion,Credit Card,True,Tablet,91
19674ba9,Lucas Dubois,lucas.dubois.866@example.com,6630.98,2027-05-20,LATAM,Fashion,Bank Transfer,True,Tablet,73
9493291e,Ana Tanaka,ana.tanaka.765@example.com,4541.29,2027-04-14,Europe,Fashion,Crypto,False,Smart Watch,75
8488b9a8,Valentina Schmidt,valentina.schmidt.821@example.com,5161.91,2026-09-07,EMEA,Home & Garden,Crypto,True,Tablet,80
abb3f4c8,Leo Müller,leo.müller.608@example.com,3974.98,2026-11-19,Europe,Books,PayPal,False,Smart Watch,89
